aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
1.91887390715103,17.077001405957027,0.08525936861900535,0.4403152249611664,0.011008738603522389,1.1815972109427042,0.1745124391490688,0.5297239847790918,1.4431266624675894,0.11102500549874172,0.17511269971724186,0.20937703607572927,10.588307810866764,0.9916030294445762,0.00014986924302071072,8.429152327311908,0.8632605301917216,0.06544384980880956,0.4762091694888728,0.026703380949006754,1.0
3.2377910180689753,2.6159083379020593,0.02557839433309414,1.2458815241363137,0.01714060685782196,6.795643482063873,0.5776607490178229,0.8324693355715648,1.2438978894180486,0.01307037013033957,0.6949199326480782,0.03308541827082678,12.42714792746446,1.527753173825669,0.005974654165867607,38.03675473159625,0.7214101279351617,0.026927453546727473,0.021348934919762474,0.06878442017402965,1.0
1.3117698692149127,24.115198500024555,0.07322680763772386,3.198673718168095,0.019931633141011536,1.8384630527277361,0.5664765400241286,0.49945547467505746,0.8793648735758448,0.6929703690400122,0.036423830503016785,0.0014083201074334833,4.952346185308805,1.5316823555376888,0.009291563227820997,45.796950259351306,1.1721431196434766,0.07022262128244561,0.21490374959751535,0.03584178819998265,1.0
2.124965935107612,21.126799994695613,0.2085793005833786,0.03512075002130999,0.008294732131808473,2.9390936796263665,0.36978864666633693,0.6038464617162227,0.3239411034067459,0.35732734308663855,0.31748611437670526,0.08667525210396822,7.57090846734697,1.1710150129481887,0.008362832690758111,44.61742086065844,3.0404529983572086,0.0616383686700585,0.15878222701811168,0.04813810588635431,1.0
1.2212674923924989,14.074477640458074,0.36008871729230085,0.4816268871772593,0.019406219862274324,6.668694050644291,0.30512177318393446,1.1314142215812344,0.34029309149607856,0.560886026987959,0.6396373530942514,0.17870532369809805,10.337082665691732,1.2008790030107384,0.005912095915321717,7.4727814237235695,2.9703146689394853,0.033505715029979094,0.2619347872725031,0.044914918722157866,1.0
2.8120498134154346,22.481788484251,0.1691123557720284,0.10228820359106128,0.031402147652443424,5.465103679135968,0.29879267648351826,1.2478096020471048,0.7399900179260503,0.10705090290786368,0.3676163742728433,0.11543367327601788,13.810863639822443,1.552465808289006,0.00662560913317472,28.20332338274052,4.68634970437474,0.0053381288727745654,0.13694863397909482,0.04663847789661919,1.0
3.7757903522093423,15.705804046026161,0.24978014522618447,2.4382378710782495,0.052438791963547934,5.151622042989165,0.19919321526729258,1.4702965068620122,0.5367915238614622,0.1836857593625847,0.28394872592222364,0.10046638996750766,8.65769944019358,1.465074319105601,0.00027376431314352426,24.029188276217575,3.54907151223661,0.0848173846333671,0.402081866562751,0.040727715399737144,1.0
2.9638864670566303,7.816888140906718,0.03257646360197715,0.7690094495805129,0.02494662740245032,8.823327367930077,0.7701546093703437,0.8299838281053279,0.24674411717745615,0.3111731795385106,0.2380002650687419,0.03539886167185049,9.349974185187207,0.8233110807991427,0.004353063220883322,21.099895931691808,3.3514789569233456,0.02765217848947463,0.07570874671884861,0.033570077755703184,1.0
1.292172928860125,21.63766501925253,0.23216801248770547,1.8998934485066743,0.04399422615129377,7.333464510191156,0.10245055204026482,0.6487408955192775,0.11833253736917937,0.0013237105485227607,0.09743458149253778,0.05067670656062424,6.5782949443028365,0.4050242272667367,0.000869566796498771,19.4397100294272,5.268974637084779,0.0014459118416734126,0.22002086595665582,0.09036140090675068,1.0
1.5365346180193402,22.027677682943107,0.06079901639597783,0.8992234253036938,0.059156794112482314,0.8063300541535754,1.146662021189544,1.6938706029565807,0.4829659239112663,0.08565758069531479,0.12939383086167003,0.054872427839175265,13.921297597783113,1.7146242831801115,0.006213260707253133,3.439624403735664,7.183204227154649,0.010771267365195368,0.3337898387297728,0.03870289350046227,1.0
2.1519609488591085,14.30208741740907,0.09140799260394018,2.241584861592761,0.022282499168661936,1.2719586091793769,0.9747296845333622,0.9308263339737344,0.3954424602974876,0.31133506676607015,0.12957014570770753,0.07114517391837907,11.298592354710085,1.2639657100917534,0.005369898972966329,28.54758112538072,4.0551587754385965,0.04629010379044106,0.043301702812533316,0.0625064410311808,1.0
1.4512886657708408,35.668504802961735,0.0041777703556549195,0.8921979238401313,0.01996399518859995,3.028992051042281,0.29117862669459477,1.1899598699443756,1.0713113948604096,0.20664832178149128,0.005958213518012845,0.10989240300949146,1.2508083395412921,0.6688547026831214,0.003917891908417523,24.97026906348424,0.18309362895339643,0.05109702326971868,0.24149037304973686,0.05171064601279046,1.0
0.1265080537962644,10.028648052469023,0.01358099488587259,0.2575325225066203,0.05347651328848095,0.9052554055463444,0.3184421978773968,0.7415534529988341,0.15635663711507308,0.4150686684974776,0.44065192218066157,0.08356845777929743,0.07168741979933024,1.7257835331465228,0.006434822508866503,26.82193476056991,8.303127485827464,0.030851711315581183,0.2649674025121962,0.00620812129248427,1.0
0.8315185308242401,22.268637120041227,0.14051040625669153,2.9860468785501526,0.00902179222677959,0.08865686815926388,0.3046014554902375,1.0054731939947052,0.9837900550377152,0.4127436241266526,0.005436511200844291,0.04566864189436751,1.1618474026992391,0.26960971365220865,0.012577625113095634,14.179385716112373,1.1980678321144849,0.04631612290900004,0.06979694386878169,0.0588887272132617,1.0
3.995455269881906,8.947417008990064,0.07628611105584746,2.3661962131774286,0.01120603348280929,3.0160274690101336,0.09705774446505455,0.9375460220142531,0.7674638822994314,0.6895311519777412,0.18901319369343683,0.15169306334668753,16.06461373931464,0.5138042177422375,0.006855996547069307,40.93535982167279,2.9767438031318574,0.020659608368448663,0.09526978847384249,0.04692937821810489,1.0
3.4897801869452163,15.85362726373392,0.14028868721238513,1.66314849108373,0.014120077023579267,3.7501646144586114,0.1479152071944601,1.54748067829825,0.05452169566161025,0.1550020714277589,0.18430464002997876,0.1081859442787075,0.7775761486777935,1.8727080946377606,0.0016281437215511516,17.442564724240352,5.30432308609096,0.0640736628355569,0.053581421857543915,0.04284634041121943,1.0
0.7485434381949068,2.7677767335751735,0.02257957179480905,1.5393019390196976,0.048397606666418375,5.637305839465389,0.3506224972723041,0.2730170182880183,0.7945862619235081,0.4144538429222467,0.12077775436898885,0.10917122897602047,8.314055140709208,0.8617000737192549,0.0078354040054927,22.34091724915761,2.804775618495004,0.03336081784925631,0.365499603137733,0.06339335225775543,1.0
2.9522147041152254,18.86673875621485,0.18615880208711083,2.706529875170938,0.0321507128584017,2.628568562644377,0.4460576950638458,1.5452782331107842,0.740580957837043,0.044953889559428195,0.7291848014418943,0.14546379529756617,7.604268229702928,1.180711403089709,0.002312899359249572,0.17449927390986986,4.13369030462839,0.011171910123367983,0.4465758350554323,0.016058793487867047,1.0
0.8848903958000519,12.951768570881248,0.12022883815310098,0.20290512646494374,0.009931954813354106,4.508647459301832,0.3780987285518651,1.3335316943503193,0.5766741250050337,0.7371930029158515,0.3121278812336466,0.19808707756564697,13.600404289241553,1.1070179386930248,0.001075817276524288,10.722183116342544,0.971004792619754,0.007038060127346278,0.16678484454270412,0.039687721352673164,1.0
2.6089889562384365,13.196604974315319,0.09338243535608767,2.0633524446610894,0.0011117669676912224,5.563991478190797,0.3853465094445502,0.5900825134568035,1.2938069286292915,0.4024660701841448,0.24917711294252481,0.12348152995275896,10.03786106889709,1.6065714401135534,0.0028970938662291994,22.159817519236288,2.8149288901449614,0.04845494488151989,0.32216439741912345,0.0430046755215391,1.0
2.535972296519434,11.402628483435812,0.0483451849130295,0.3038722075206257,0.05621401799836194,1.438420260854834,0.29188695455677793,1.3586997271766188,0.15873836041322698,0.32809420548815393,0.32492873479881157,0.059589932189433335,4.999744847448945,1.431693795654573,0.006805349102654883,18.387949870808526,4.369187337773125,0.04572984049757175,0.22267027457700667,0.036338182301265246,1.0
0.8721823340352014,11.302531339510102,0.5198800882830711,3.108206530182784,0.08267679353489153,2.19489295585909,0.20721007786638718,1.0094926804080155,1.0799017977401018,0.4319299512072685,1.1021617783434094,0.0888042380624072,6.9778136995881646,0.7649621390366098,0.0037709075014874345,22.918740753677977,2.3497502203274983,0.06227657625212097,0.007267659928075626,0.09585872784904226,1.0
0.6243519631417209,19.265955177978498,0.06118978312870251,0.6068318325360209,0.02839602651394069,1.8992706608852041,0.4741251019368985,0.7961242593731614,1.3214824283169824,0.3898752363574772,0.06671020288663768,0.26742620679488466,11.688993653680608,1.6912633766056937,0.01135626952586021,28.733818134471697,4.4532260094857214,0.11403958863820376,0.32080017021695895,0.019729603959366213,1.0
1.1693989555751063,26.576810656354745,0.03998092054132253,2.070340315761002,0.02778259446824662,6.525366424005879,0.14394902617575914,1.6491854748156547,0.6985187192012898,0.5398764745799887,0.5170584690996269,0.16556134140681805,5.59472606483277,2.2621087034052927,0.00372020977932355,37.83788996831264,5.092870866248033,0.06563053269414071,0.16475242398084028,0.014856617857528783,1.0
1.80803516767682,20.93680039590913,0.1240638727565053,1.0864605344533778,0.047363312912208355,3.8026623552792365,0.5406571142889753,1.514842574955082,0.5837511327768172,0.03750543644816695,0.010520044260838052,0.13599250166483462,7.488614224252315,1.3895320822969768,0.003039249301831981,28.50265056657321,0.7943443747287273,0.0753027078749259,0.20684304797104466,0.029516998497710594,1.0
3.3708908079753384,14.859427396328995,0.14497046800714142,0.9168367390484788,0.02616193461189359,2.1752232056625274,0.30063144817213244,0.40028862444548574,0.6496587789883991,0.7238929563056644,0.36291278611311684,0.03893363500713259,11.715279059506738,0.5671766684525928,0.004440734702523776,18.112877196281712,0.6601126125065382,0.0004286444360768818,0.28079715023213353,0.0714413198447186,1.0
3.670733320131177,25.16659607043745,0.060269370531905606,1.445676855162903,0.04139207967918297,3.8980643205298677,0.30489758970853426,0.8404360726393781,0.3721700165676999,0.4546049965782412,0.1769085878714846,0.10849615262976942,14.363930114759814,0.9269865939206043,0.004299763792239694,10.275780759950203,5.106851824993511,0.02596045150637517,0.27196154615233487,0.01581461485407932,1.0
2.978698738305427,21.07969942187865,0.3397263991732043,3.8782905849371847,0.04672146377074475,4.674597010426116,0.3846944815050298,0.892441343528953,0.5450520909056541,0.5505448347537687,0.07158084379825996,0.21607450639341264,3.714197196714137,1.660746151254158,0.0028566742384813445,5.47402730622361,1.11329600528226,0.016502020514053858,0.2676607590590939,0.0370240595348453,1.0
3.287414291109038,18.44248166736439,0.09217625805073322,0.6203013456078488,0.01015514583094957,1.9021919070674074,0.23506920508849388,0.10373092009768947,0.34615299113236697,0.16746972089323794,0.19056628070126969,0.08692139369372096,14.349481562974665,2.0785501867134153,0.0020332326386132415,19.409191362559756,4.2337895888138934,0.06724716295454503,0.17318090170385356,0.05167541910413842,1.0
0.9712274251941236,14.560489569466679,0.0412018251660472,1.1468941876150536,0.01613309110544579,1.464909645957229,0.05937314326451565,1.026732893235952,1.1294660776330459,0.04779259544913517,0.00487201603553139,0.12366628088387721,13.263331198572217,1.4199293083686415,0.007800910220573127,13.21414207545661,2.334874525583478,0.052458014571287445,0.3711977060936931,0.043214644743532114,1.0
2.439059714846302,3.71622570535669,0.05444063817706695,1.3760880236871973,0.0050092393897985255,0.7060428290904865,0.5501373349232979,0.47872796927524613,1.1179370391088794,0.19586465500168376,0.7505974824902002,0.11130878073920093,1.869128475155911,1.2416042478105587,0.00698230494884957,29.746026076603222,5.075767230307216,0.03119923485963198,0.1481419537168316,0.047410684121728344,1.0
2.1336818615210795,27.190577544941647,0.2931403717523679,0.9588226150074822,0.0571795152538077,4.68702121709367,0.04505146122031767,1.431143951315113,0.8960811231247625,0.6373701577842295,0.17586208607909093,0.12003171104358273,14.12161404113097,0.9899226574297437,0.002992779120052807,33.17102043228094,5.676449802537535,0.004556417615507374,0.11495199437490522,0.0073458092398697855,1.0
1.5020463226695107,5.129959466822736,0.261869249191211,0.27601951983484585,0.01822409540685665,10.826080835012993,0.3509788648842608,0.16819590768784853,0.9788861671273429,0.033622677970222836,0.1789377464680606,0.09718537804357683,0.5832870559492953,0.6807842536484051,0.006963069932034738,14.327951216052497,2.0503221149452022,0.0554608462529893,0.3047721018952622,0.04318272244932779,1.0
0.4476245068714204,13.005754782435158,0.09205092309470954,2.655804394838866,0.014804920849983607,4.7408498743791885,0.8306320903297534,1.595618298675176,1.2842392331076815,0.33815479197924775,0.11899677878795167,0.1384179710953624,15.746033850195175,1.2400745637965889,0.009214374068751953,18.32162421081021,0.4121962120731917,0.03174781645333169,0.18528953513256358,0.017798064355626204,1.0
0.40089009401231324,25.388648851771833,0.15339762055893447,0.37409142110994353,0.053130366209599336,5.786671118885089,0.3406197240115094,0.40173509983328554,1.2747373634857837,0.5379626600417216,0.4143440691951341,0.04511724263884588,0.18846411004866326,1.6141505668959177,0.007360732010557351,18.57356312354029,5.322818952362459,0.03861858408574629,0.2951438407444873,0.026805308381666507,1.0
0.14055375929290825,21.886410549815157,0.13801707628367388,1.6283989142281023,0.02002245003287587,2.8905651019625123,0.17241014745331806,0.24709006500980224,1.116375831536521,0.1986004889357771,0.6244314954724726,0.11038910215848421,3.315429552130187,1.3421959535669201,0.00018541046306900198,32.506870143190014,3.546821452822902,0.036512010194172315,0.18977028878785684,0.034846417685404654,1.0
0.8417357895084765,6.462290157749995,0.0518772430717019,0.9550494174987618,0.012334447187483707,2.334877175125377,0.30938047502350946,0.8750685679101051,0.9519030241893675,0.050563222823414355,0.08674701173879498,0.07044704398972874,1.048604610728603,1.9550145236866636,0.0039762331031312085,47.77570934490864,0.6120702964441103,0.005450586934073728,0.07130572886453243,0.0009961203447552344,1.0
1.2227337350936476,28.092500892245788,0.24383245151365518,2.676726549875463,0.006496762494348865,4.303698968035866,0.5043490152811291,1.3899272201644322,1.4330631860607577,0.8420126530122622,0.06990562834139014,0.07772441885569767,8.930039616285647,1.9233497434071227,0.0009299052530755397,21.86343024679227,1.6438581188624357,0.03714105784286079,0.016293869117511434,0.009507537943631475,1.0
1.8684689321484989,10.382266954082615,0.001626350795756834,4.415722044489538,0.008760353423494904,5.758253856049331,0.534733649294776,0.6090092014064751,0.796524064680804,0.3432272666064052,0.9465956270366489,0.0011301109455521124,5.581491135073305,0.37266528480675487,0.00268197886580648,21.1982892547319,0.23968179151188895,0.04104674028035287,0.37911241079982305,0.03891701267394343,1.0
2.240474830698684,14.377215471518536,0.3941145641477012,3.6029206608363475,0.005040858866196263,5.968008112736484,0.05165393322931344,0.10007127648535719,0.7255490116343651,0.13165609636016,0.10367100460172708,0.02402850258175865,12.701844635382251,1.086860340548122,0.005473054156367168,21.41344082751827,4.585212673217955,0.027471055992133765,0.24121453993624226,0.017976226895284282,1.0
1.1256314854293077,0.9798810890183614,0.21988953684748885,1.215601703914802,0.01167402043289139,1.611903538123314,0.2524827567572105,0.12354787637786535,0.5510503365909581,0.3596817668700429,0.0990051134984776,0.03160432799509971,5.217749807854741,1.4577248642337968,0.010309286071046517,30.146346278630332,5.433809396787753,0.05879906606635653,0.18880567985579166,0.02272158831107358,1.0
0.3310638203300751,30.399962357694207,0.02195196080667418,3.536291442500165,0.018611602465614677,4.7842183356252175,0.5557777951693471,1.3192653786857436,0.10960707045366747,0.32089137789267436,0.014735945345979495,0.08010762841146762,13.283943877085033,1.4238797222906572,0.005384181152429939,13.159785242904551,0.48129152038549705,0.0029246009603072845,0.3994069792006391,0.006069776652481096,1.0
1.7637570388961865,12.153284332851195,0.23176934174054015,1.9751638623128231,0.009481761639323561,1.2749973111088297,0.2699221728003824,1.0300028596065605,0.8653030233259777,0.13080186296099483,0.37822501990185164,0.08217358086392632,6.265726957982794,2.09999352443366,0.008978246793971526,1.6287554087818528,7.435847852225301,0.03608899569465808,0.012242316080294857,0.03127661928956146,1.0
4.2212143126678345,14.028759238476013,0.032056609874863085,1.0573328045354906,0.025201894674096732,0.3127310589391832,0.22628784972548036,1.1095888182882434,1.0922882439712691,0.372555197374799,0.028462616612342062,0.11624584082429833,9.135196645854922,0.5427038917939198,0.0012264471891021479,40.61267840037058,4.432193620736876,0.07384580389989635,0.3453816851492736,0.05588476825407195,1.0
4.757444488644351,15.768790265443993,0.24484783437851998,3.128685641443631,0.026000817912325988,0.29530904436738625,0.32196598974855495,0.8451849228120996,1.0367336148069073,0.578015799830626,0.5658139751763538,0.13411495277001925,5.795110855081918,1.4430885843331724,0.004425088340995429,28.921900768011206,2.203601181664439,0.05443516554149189,0.19373760414755523,0.08665288792852699,1.0
1.8578691780687115,27.057708393566394,0.16260923472408478,2.1183684624466865,0.06005309688792079,5.889417452090552,0.33963319452861973,0.7922830225458467,0.6813518030022269,0.2288967022041511,0.002003162637203154,0.08870393144472254,9.791190153996341,0.8090226279785291,0.00689295199330367,71.14861923904012,3.202126211709861,0.11670786261784973,0.129915446616502,0.04058071695813486,1.0
2.566165459989943,10.040619949456916,0.018299399797613067,0.306401756727974,0.016705528459749406,6.595818611705573,0.8223231986216131,0.1757269433913946,0.179935374602885,1.0149233671846531,0.0455725754779,0.10463496874616035,7.487908150892481,1.569797899947948,0.008838865828942055,17.079623519174607,3.9584590101790806,0.04009514278396383,0.13557397959341652,0.04149785962535769,1.0
1.2689025445918012,15.828778758437807,0.10250060574894555,0.3398328243251516,0.005677583894333586,3.7763194016025117,0.6625024863780853,0.022424210894532615,0.16655592339826064,0.20531990000062234,0.17551461096723647,0.05822199616302275,13.525964055061426,1.8969733184178883,0.0043952862189524655,32.49564417974792,0.1242670863548967,0.09221358504498132,0.005113148177894211,0.04011365659740436,1.0
1.6806027988712011,15.822655604334777,0.10779289151980992,2.499947335171198,0.07050688107647894,2.9893295582344015,0.1892159023488231,0.2643380213510538,1.18166533787964,0.036570284062149794,0.4535229542217406,0.03986918296201731,6.765960290463135,1.316787303216136,0.006743648889382778,9.606369470503893,2.982910985445394,0.00604078816654894,0.21453689694448558,0.028059544967395114,1.0
2.1743231723344163,30.85006250330101,0.15624013217351773,2.0798872490421974,0.023824472204619564,3.0049644551194854,0.3451755172035636,1.1666934231031845,0.8168284859643802,0.22830056117328854,0.24660264327994824,0.11911682818132846,11.945352238103453,1.2278991124537377,0.0099488057815571,3.5531605245642517,2.942764621048736,0.03293567340108456,0.053733752800036144,0.04918399127811547,1.0
1.055841513481866,10.909789689611019,0.25831273177247643,1.5859526848561734,0.024678070472003866,6.851041739061857,0.3714062397365831,2.214989921951701,0.6835934097665328,0.1276420407593964,0.7281489310990407,0.1259360866530073,12.6584493397279,1.355322079785511,0.005738084391560673,38.844879081933016,5.51007462640703,0.05964874952033339,0.20820998724328865,0.094218665693444,1.0
3.613408794124636,10.307043778220358,0.3548900716139435,0.08019108324193391,0.02584673322612683,4.6791294171422875,0.0596219850108301,0.09690310772407684,0.35148661325211467,0.4514181087660709,0.062327543994240536,0.02659678105259118,4.240507652462025,2.5697871873850486,0.008875515726334281,7.6240623587254195,3.6162886204326807,0.010648606112241575,0.19413844316777723,0.04037514078495136,1.0
0.9073394880744314,4.94245380684084,0.1135867101101999,1.0615648196390661,0.016873696665270912,0.023566025308998206,0.24187325145174784,1.2905934348951984,0.3248361472709465,0.25487150368795547,0.5668088039703283,0.17336761748214619,17.9141791696433,1.7164850073805058,0.009512962929473009,29.808959659659706,0.6856568844212823,0.0022077161528347225,0.07097798775465555,0.07128534522248882,1.0
0.5803869912507296,12.960294943813635,0.10755217980428236,0.07591342057633677,0.028222110633458312,0.29473133351399516,0.24132702195353287,0.44996397050158077,0.3275068956737385,0.23630705376542296,0.06159535682485412,0.11784414055160146,11.872541681151125,1.2216643163246381,0.004057004934661794,3.2804205499995014,2.257998545118464,0.001311351501487222,0.22659849639560875,0.012141487949677999,1.0
0.8145997976387163,13.22215095356878,0.05408830359262111,2.3937850319470924,0.03023159728846165,7.009363255624999,0.07809251473234657,0.11913260010323679,1.2246109053312948,0.2407593286066151,0.3020057594004739,0.05380153392488787,12.85933904762119,1.382534420376548,0.0026955884601069183,2.0689123843301935,4.32349057516067,0.07536747116860847,0.02898788331538027,0.08690790212612173,1.0
3.805183827080743,10.054268331609485,0.33869159626848977,0.4506056279207862,0.00426888453383059,1.6099173527601047,0.3873428802822595,0.7197761676299093,0.7956007116852871,0.6013621891577539,0.19041048126331428,0.050400113785680524,5.091683482455267,2.1194840898642187,0.0034512715798040473,2.5279978181017526,3.317854921895099,0.037630767293637346,0.19129747476290346,0.021925098991087286,1.0
2.4919479234249176,12.161458373526333,0.1690907618907303,1.5741320651931725,0.02380714703161327,3.7546352844388906,0.06707537822594378,0.5371817400884334,0.5802501962112906,0.0950243888643646,0.40664427748169385,0.08864684171276621,6.1179153542133164,1.4387155163786332,0.00594920040907333,19.66066456709887,4.772309885442236,0.06123322526768078,0.19926059455650927,0.023261854499708842,1.0
2.7277939126325674,5.020776763326907,0.14885170382250668,2.4784295092527704,0.037799634523967444,5.656667498732066,0.016720781530736972,0.599995854508576,1.598254195090814,0.01407800279131799,0.011741671441442142,0.13763080380571097,7.659121617013488,1.7049539363478856,0.013533787812137517,16.777886972978635,1.7848861088067403,0.07129937860936503,0.45230185904342135,0.09306337745837055,1.0
4.997239944865935,0.33428605438271575,0.21000357573183376,2.7654621638311916,0.049197058299603094,4.9595724836325425,1.1083001252492126,1.126520120124569,0.49284698583875514,0.3412401510230752,0.06635267509985235,0.2026110007687963,7.52806304481346,2.511377585339938,0.009102460151246107,18.7392437712244,0.0979599867927381,0.09154717188087212,0.47725961831721464,0.05501122283969724,1.0
3.0028926045659396,12.271999180325341,0.006823169337663956,2.0613880474458153,0.05295034193778228,5.331828427290834,0.9130129967255212,0.6206021477537421,0.485683304558825,0.2729073023807736,0.4141030077446674,0.13121605692345778,8.335216539338562,1.1807466011630015,0.005958630440816732,1.6595880268173033,3.817215259570008,0.05348321180170007,0.23340452381324292,0.046834341984508546,1.0
0.951758223801146,23.00956213206243,0.08587026083161142,2.9784669535251815,0.030075284251323553,5.379249834587201,0.1909798928651418,0.19779555659622716,0.495394311403413,0.16375178813542984,0.09711208073838892,0.006437976082097174,16.58548499638392,0.7682547734466765,0.006511568734056725,1.2515454894506846,1.9892185903658557,0.06778125792979199,0.15762549150658822,0.04021294474866848,1.0
2.8219895598085256,7.02210891949657,0.02365956166627063,1.3785464498122615,0.017720059859696727,5.828788361236159,1.2122498048921224,0.9580663557783636,0.5183434027987224,0.09184894800664634,0.7045638660289737,0.051309721545686596,9.923105182049781,2.0793286220247396,0.0027783844895496717,28.572149551658725,4.699451363158175,0.0383417233142843,0.17744222564602435,0.0543185256800041,1.0
3.2155316467163546,23.03236893151068,0.14463535792314247,0.7348240625067215,0.022513361420682092,3.98120269613448,0.7599403231872173,1.130407588008666,1.1082387686304151,0.31681978379367376,0.19599719359894308,0.04062464839943769,2.220609722657006,1.4504838061286955,0.00778469331959261,11.710603276545223,5.569082899316563,0.049716003103073315,0.15918922221865706,0.06993024947870763,1.0
1.5738727012875686,25.9777514333761,0.12176044815583559,2.544572599311496,0.03042528592187745,3.7342360862121993,0.5093142651710456,0.564717214514785,0.1014021130081798,0.6438642074007038,0.4048449147715622,0.05693372594387359,2.968317077282097,1.5079741274491214,0.00770961185006333,25.304442412227065,7.433397475321144,0.067774132880066,0.140519206806277,0.040629844391181676,1.0
2.1827384627844606,22.383385431492023,0.36795459888353765,2.489797423911448,0.017729127996894634,2.0677204527345223,0.36877724740128,0.11580753476709638,1.0982399889123986,0.8181549458359587,0.317787735474595,0.12491466701893476,12.806535380708894,1.0444582746652975,0.0082666477944655,9.873241537187223,7.346012704052287,0.07970513767587126,0.173150545867502,0.08645567726215735,1.0
0.9496243642592759,5.811125735303835,0.20024325030700335,1.7988079038897737,0.0048436225244886805,3.58491576706659,0.8777218851187354,0.10663911376908486,0.6119088976625969,0.9005380531109808,0.09781879900456586,0.14619920695197677,9.862336172222333,1.4153291601520923,0.003704650523081151,12.574930693885069,7.0410499920555285,0.03763099400464664,0.03487950041689214,0.008162804378204002,1.0
3.6039050304262985,18.479966129366044,0.2661932127894416,4.2593839513326675,0.018269618814381168,6.514630180630052,0.5607756650676567,1.6153680059393543,0.6886940903710511,0.5506233833748979,0.08759092314570704,0.09814345955113116,2.7341139571176383,1.5720787983197337,0.004375046539746231,18.78281600952961,3.791491664897021,0.06567222927951577,0.2968588188423212,0.11678455413566047,1.0
3.0558062003965616,16.507699142163254,0.5399078910269591,1.118425725219777,0.007481464214574907,7.711193839574634,1.1607315603508837,1.9897191591879761,0.8380707960205823,0.4505039300046963,0.37543417040399196,0.16841391548165313,8.639768236197055,1.4517801123054699,0.00221241327149201,27.43131476291181,2.423081617038974,0.06735294994277208,0.3312661641966339,0.036264590626416265,1.0
5.230094921741031,18.428612816739818,0.18350803414121972,3.742428350886164,0.03129865070942888,2.4795469265212624,0.2940694394201777,1.2169808151858978,0.9858659282713462,0.21253667345227603,0.8808842524881115,0.14027253117241878,8.045748430093756,1.2807325268273342,0.002181316851191221,46.704871863131245,3.4810484360221055,0.03989448455283666,0.11206040325083924,0.06608622091867386,1.0
2.429916376440895,7.95449085494735,0.09862897409753789,3.0204334277332254,0.05515290202079051,6.424134046073949,0.17833753165628807,0.5612683057817178,1.290311076302899,0.5777800560475503,0.09271406167692042,0.11109515564468364,4.034113260908257,1.9017034991741797,0.007696555613740826,19.961687728050908,5.727791673264851,0.10009070326188518,0.18056064081873713,0.029097040519795853,1.0
4.396312213272164,8.640035800650642,0.1582723492473907,1.6090624611385813,0.012769567282629863,1.4057165992564462,0.36471180605686015,0.6563988479872103,0.18160287436046607,0.7127687838980847,0.3980768339629082,0.06637477705698286,10.207544106042043,2.5404376803157396,0.0037792001507716785,6.032749662005056,0.037677760809504246,0.07530068730106176,0.09260934122176005,0.048610506008761274,1.0
3.308044614539467,18.75314117383185,0.08473469590209366,1.2810115292080906,0.030945574180524443,6.123422430903955,0.10215750766138604,0.5833820939956468,0.7394424189754676,0.39445429196593185,0.1023322348984646,0.07951317389931067,7.900742586300839,1.3164123973855184,0.0097922075720679,14.716119246354253,0.2253565613217079,0.04622363385935898,0.20178145644138212,0.0684672020537126,1.0
0.05209260774419566,7.244981117332608,0.08622313963060083,2.1461270838237017,0.021942634080204304,3.029457705594703,0.21653669827159824,0.4243677356448653,1.0845876385927857,0.5005115484229907,0.09914831130021606,0.11584167680894904,6.576033448829147,1.0117526240165429,0.006976596701254681,31.776933626550036,0.02963108694709682,0.08546856116002599,0.08205783466362386,0.010106955774378076,1.0
2.103367960206475,17.830563967870578,0.16081476692236538,1.7610450069699648,0.003881231560049922,1.8619886693653593,0.04659795586975757,0.5658125566910659,0.2712039189095825,0.14857109045680242,0.10349875066997744,0.045998624345412714,12.68917248218657,1.3005156628075194,0.0026353328338017358,21.88049664393887,4.654068596956977,0.0707193354738919,0.40703915620281533,0.039832467637329845,1.0
2.6113037247533866,10.704689641426027,0.3971171663344599,1.3884268184405812,0.020329147668825848,6.537416157362378,0.5952726763173871,0.2611555948331655,0.9341571081568655,0.12110821849389625,0.1443956161368995,0.11529257062588681,12.011053470444025,1.2405345360061668,0.0017258367529543366,29.012986090138675,1.816886186682998,0.0778004345305197,0.38972141691440115,0.04139708719128194,1.0
2.7723535016285146,15.829955470425134,0.2707743584935046,2.1526927958101902,0.0007696749801686179,5.004761794507785,0.2562130970080374,1.3399303220033467,0.6433954814483861,0.19248673305143071,0.5428914457728045,0.14513968796132956,2.1319084271556186,1.4729399611738987,0.0019978720704413133,3.9568392327627926,2.313712937956485,0.06727532794953053,0.05053402009811492,0.013359274253407844,1.0
3.254268483326034,26.9364059844802,0.2666727788472854,2.295383481262596,0.0477772679451638,5.315719577113736,0.6234936389755481,1.5266691078233614,0.7650660498078534,0.3522156611652778,0.47319155749044084,0.0959395694873822,3.475349467606298,1.5967927771490322,0.007337823870827154,36.480141924397586,0.33088514264146385,0.029110864793504602,0.11166160544781342,0.058267468442407565,1.0
